,entity minimal-entity data-provider boundary,entity boundary,commander boundary degenerate,controller lazy-class data-class small-class,entity commander boundary,data-provider lazy-class degenerate,commander boundary data-class,large-class degenerate,minimal-entity boundary,lazy-class,pure-controller degenerate,entity data-provider boundary lazy-class,commander,data-provider degenerate,entity data-provider boundary,entity boundary small-class,data-provider,entity commander boundary lazy-class,data-provider boundary data-class,boundary small-class,factory pure-controller,entity data-provider data-class small-class,controller data-class small-class,boundary lazy-class data-class,commander data-class,entity data-provider boundary lazy-class degenerate,controller small-class,entity degenerate,entity small-class,data-class small-class,factory degenerate,data-provider small-class,data-provider lazy-class small-class,large-class lazy-class degenerate,boundary controller degenerate,pure-controller degenerate small-class,entity,factory controller degenerate,lazy-class data-class small-class,entity lazy-class degenerate,lazy-class degenerate,boundary controller lazy-class degenerate,commander boundary lazy-class degenerate,boundary large-class degenerate,commander boundary lazy-class,controller lazy-class small-class,controller lazy-class degenerate,commander boundary small-class,entity minimal-entity,boundary large-class,entity data-provider small-class,commander boundary data-class small-class,boundary data-class,entity factory controller small-class,minimal-entity lazy-class,controller data-class,data-provider lazy-class,data-provider boundary degenerate,entity lazy-class small-class,unclassified,factory controller lazy-class degenerate,entity lazy-class,commander degenerate,pure-controller,factory pure-controller degenerate,entity data-class small-class,controller lazy-class,commander lazy-class small-class,entity minimal-entity lazy-class,degenerate,data-provider boundary lazy-class small-class,entity data-class,entity factory controller,factory controller data-class small-class,minimal-entity data-provider boundary,entity boundary data-class,entity factory controller lazy-class degenerate,entity factory controller data-class,factory degenerate small-class,boundary data-class small-class,data-provider boundary lazy-class,factory controller lazy-class data-class small-class,data-provider data-class,commander boundary,entity boundary data-class small-class,boundary controller,factory pure-controller degenerate small-class,entity boundary degenerate,factory controller lazy-class,boundary lazy-class,minimal-entity boundary lazy-class,entity boundary lazy-class,entity factory controller degenerate,controller degenerate,entity boundary lazy-class small-class,data-provider boundary data-class small-class,factory controller,boundary lazy-class data-class small-class,commander boundary large-class,entity data-provider boundary degenerate,factory small-class,entity minimal-entity commander boundary,entity minimal-entity factory controller,entity data-provider,entity factory controller data-class small-class,minimal-entity commander boundary,lazy-class data-class,boundary lazy-class small-class,pure-controller small-class,lazy-class small-class,data-provider data-class small-class,boundary degenerate,entity data-provider boundary data-class,minimal-entity controller,data-provider boundary small-class,entity commander boundary degenerate,minimal-entity,boundary degenerate small-class,entity data-provider boundary small-class,factory pure-controller small-class,boundary,minimal-entity factory controller,empty,minimal-entity data-provider,boundary large-class lazy-class degenerate,commander boundary lazy-class small-class,small-class,data-provider boundary lazy-class degenerate,controller,entity minimal-entity boundary lazy-class,data-provider boundary,entity data-provider boundary data-class small-class,entity commander boundary lazy-class degenerate,factory controller data-class,boundary lazy-class degenerate,entity boundary lazy-class degenerate,entity minimal-entity boundary,entity data-provider factory controller data-class,commander small-class,factory controller small-class,commander lazy-class degenerate,data-provider boundary large-class,data-class,factory,factory controller lazy-class small-class,large-class,commander data-class small-class,degenerate small-class,commander lazy-class
gitpod (Java),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0
Shadow (Java),0,6,0,0,13,0,0,0,0,0,2,0,18,0,1,11,0,0,1,0,0,0,0,0,0,0,15,0,1,0,2,0,0,0,1,9,1,0,0,0,1,0,0,0,0,0,0,43,0,0,0,0,0,2,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,32,1,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,5,0,0,3,0,0,1,0,0,4,0,1,11,0,113,0,0,1,11,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,21,0
AndroidSlidingUpPanel (Java),0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zeppelin (Java),0,44,0,0,26,2,0,0,2,0,7,0,63,0,1,13,16,0,10,3,0,0,0,0,0,0,3,0,6,1,0,1,0,0,0,24,5,0,0,0,0,0,0,2,0,0,0,16,0,0,0,1,0,4,0,0,0,0,0,88,0,0,0,2,0,0,0,0,0,23,0,0,7,0,0,0,0,0,0,0,0,0,10,93,0,0,2,2,0,2,0,0,0,3,0,5,2,0,0,0,0,2,0,0,0,0,0,0,1,1,20,14,0,0,2,0,0,10,0,0,77,0,153,0,1,0,19,0,7,0,2,0,0,0,2,0,3,0,15,4,0,0,6,0,0,0,2,4,0
jmeter (Java),0,39,3,0,24,2,0,0,2,1,20,0,145,0,2,31,15,0,2,3,0,0,0,0,0,0,8,0,4,3,1,1,7,0,0,27,2,0,0,0,6,0,0,0,0,0,1,18,0,1,0,1,2,5,0,0,0,1,0,239,0,0,4,0,0,0,1,0,0,46,0,0,1,0,0,0,0,0,7,4,0,0,2,131,0,1,2,1,0,1,0,0,0,2,0,1,2,0,0,0,0,4,0,0,0,3,0,1,1,17,6,8,0,0,4,0,1,24,0,1,76,0,268,0,0,0,53,0,13,0,3,0,0,0,4,2,6,0,24,6,1,0,14,0,0,0,3,16,0
mapstruct (Java),0,29,0,0,2,0,0,0,0,1,76,1,21,0,9,25,22,0,19,3,0,0,0,0,1,0,7,0,1,149,11,1,2,0,0,284,1,5,0,0,1,0,0,0,0,0,0,5,0,0,0,1,50,16,0,0,0,0,0,70,0,0,0,1,1,0,0,0,0,76,0,0,0,2,0,0,0,0,22,104,2,0,20,24,0,1,44,4,0,0,0,0,0,18,0,13,10,0,0,0,0,0,0,0,0,0,0,0,1,0,59,27,0,0,5,0,0,68,0,2,50,0,990,0,0,1,18,0,6,0,25,0,0,0,0,0,1,0,21,4,0,0,183,0,0,0,0,113,0
bytecode-viewer (Java),0,11,0,0,1,0,0,0,0,0,1,0,8,0,1,4,3,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,1,0,0,0,0,0,25,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,7,0,0,7,0,90,0,0,0,9,0,1,0,3,0,0,0,0,0,1,0,8,2,0,0,4,0,0,0,2,2,1
graylog2-server (Java),0,317,13,0,100,18,0,0,0,0,43,1,205,0,14,306,47,0,7,7,0,0,2,0,0,1,24,0,33,6,2,4,13,0,0,165,9,1,0,0,16,0,0,0,0,0,0,161,0,0,0,0,0,38,0,0,5,4,0,200,0,0,8,5,0,0,0,0,0,105,5,0,3,0,0,0,0,0,17,2,4,0,10,324,0,1,14,13,0,1,0,0,0,18,0,54,0,0,0,0,0,0,0,0,0,0,0,0,22,1,52,60,0,0,16,0,0,171,0,4,219,0,1261,0,0,0,154,4,23,0,25,1,0,0,4,0,1,0,121,31,0,0,0,0,0,0,2,56,0
nanohttpd (Java),0,2,0,0,2,0,0,0,0,0,1,0,14,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,5,0,15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
Activiti (Java),0,28,2,0,2,1,0,0,0,0,4,0,29,0,3,54,6,0,0,2,0,0,0,0,0,0,3,3,1,2,3,0,5,0,0,19,2,1,0,0,8,0,0,0,0,0,0,42,0,0,0,0,2,1,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,2,0,0,5,2,0,0,4,44,0,0,14,2,0,0,0,0,0,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,13,10,14,9,0,0,8,0,0,33,0,2,79,0,198,0,0,0,35,0,1,0,3,0,0,0,0,0,0,0,53,8,0,0,34,0,0,0,0,1,0
seatunnel (Java),0,128,5,0,36,0,0,0,3,3,24,0,128,0,8,59,31,0,6,10,0,0,0,0,1,0,15,1,15,5,0,14,2,0,0,112,15,1,0,0,6,0,0,0,7,0,2,48,0,0,0,3,2,13,0,0,0,1,0,198,0,0,7,1,0,0,0,0,0,125,0,0,4,0,0,0,0,0,8,9,0,0,11,102,1,2,3,9,0,3,0,1,0,10,0,23,6,0,0,0,0,0,0,0,0,1,0,1,8,7,89,79,0,1,7,0,0,57,0,2,140,0,738,0,0,0,70,1,22,0,20,0,0,0,1,0,3,0,85,23,1,0,6,0,0,0,1,91,0
material-components-android (Java),0,28,5,0,10,0,0,0,1,1,10,0,113,0,1,2,5,0,1,5,0,0,0,0,0,0,6,0,0,2,1,0,0,0,0,23,0,1,0,0,1,0,0,0,1,0,0,17,0,0,0,0,0,2,0,0,0,0,0,100,0,1,3,1,0,0,0,1,0,50,0,0,0,0,0,0,0,0,2,2,0,0,9,73,0,0,1,1,0,2,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,1,7,11,0,0,2,0,0,6,0,1,59,0,162,0,0,1,29,0,4,0,7,0,0,0,0,0,1,0,22,0,0,0,1,0,0,0,0,39,0
xmall (Java),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
supertokens-core (Java),0,6,7,0,2,0,0,0,0,0,3,0,8,0,0,2,3,0,0,6,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,1,13,0,118,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,28,0
zipkin (Java),0,27,1,0,7,0,0,0,0,0,5,0,52,0,4,17,15,0,0,2,0,0,0,0,0,0,2,0,2,1,1,1,0,0,0,10,2,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,52,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,34,0,0,1,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12,0,0,3,0,0,9,0,0,21,0,68,0,0,0,10,0,2,0,5,0,0,0,3,0,0,0,6,0,0,0,4,0,0,0,0,4,0
android-classyshark (Java),0,2,0,0,2,0,0,0,0,2,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,7,0,51,0,0,0,4,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0
Android-Bootstrap (Java),0,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
okhttputils (Java),0,6,0,0,2,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gocd (Java),0,184,4,0,67,1,1,1,0,5,90,0,240,1,9,68,70,0,5,1,0,0,1,0,0,0,24,0,10,3,2,9,1,0,0,139,14,1,0,0,5,0,2,0,1,0,5,91,0,1,0,6,4,12,0,0,2,1,0,453,0,0,3,8,0,0,0,1,0,142,0,1,1,0,0,0,0,0,9,2,0,0,8,427,1,0,13,6,0,5,0,0,0,45,0,20,6,0,0,0,0,0,0,0,0,0,0,0,21,1,26,54,0,1,6,0,0,49,0,3,309,0,765,0,0,0,94,2,40,1,23,0,0,0,9,1,5,0,67,19,0,0,14,0,0,2,7,27,1
AVLoadingIndicatorView (Java),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SDE-Interview-Questions (Java),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpringBoot-Learning (Java),0,2,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,4,0,74,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,5,0,0,0,0,2,0
cim (Java),0,0,1,0,3,0,1,0,0,0,4,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,2,0,31,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,7,0,0,0,0,0,0
baritone (Java),0,28,21,0,2,0,0,0,0,0,3,0,3,0,2,10,4,0,5,1,0,0,0,0,0,0,4,0,0,2,0,3,1,0,0,15,1,1,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5,13,0,0,1,0,0,8,0,1,24,0,103,0,0,0,10,0,2,0,14,0,0,0,0,0,1,0,5,2,0,0,1,0,0,0,0,3,0
mit-deep-learning-book-pdf (Java),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
proxyee-down (Java),0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AntennaPod (Java),0,14,5,0,18,0,0,0,1,0,6,0,61,1,0,11,11,0,0,6,0,0,0,0,0,0,8,0,7,1,0,5,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,1,0,0,56,0,0,7,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,5,43,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10,0,11,5,0,0,1,0,0,5,0,1,25,0,153,0,0,1,20,0,3,0,1,0,0,0,0,0,1,0,9,6,1,0,3,0,0,0,1,6,0
Algorithms (Java),0,7,1,0,0,0,0,0,0,0,19,0,23,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,7,0,0,0,0,0,12,0,0,18,0,131,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
realm-java (Java),0,7,0,0,2,0,0,0,1,0,1,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,0,66,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,10,0,0,0,0,1,0
epoxy (Java),0,3,0,0,5,0,0,0,0,6,2,0,18,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,62,0,0,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,2,0,0,50,0,53,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,118,1
mockito (Java),0,38,5,0,7,0,0,0,0,0,18,0,101,0,4,20,3,0,3,12,0,0,0,0,0,0,5,0,5,3,0,1,0,0,0,75,0,0,0,0,1,0,0,1,0,0,0,24,0,0,0,0,1,3,0,0,0,0,0,39,0,0,0,4,0,0,0,0,0,32,2,0,0,1,0,0,0,0,1,3,0,0,0,50,0,0,2,2,0,0,0,0,0,6,0,4,2,0,0,0,0,0,0,0,0,1,0,0,8,0,4,42,0,0,0,0,0,41,0,0,31,0,220,0,0,0,26,2,2,0,4,0,0,0,0,0,2,0,39,1,0,0,1,0,0,0,1,18,0
testing-samples (Java),0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,3,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
jenkins (Java),0,78,10,0,14,0,1,0,0,2,21,0,44,0,1,55,16,0,0,3,0,0,0,0,0,0,10,0,1,8,0,6,2,0,0,48,0,0,0,0,2,0,0,0,0,0,2,30,0,0,0,1,0,2,0,0,2,1,0,107,0,0,4,1,0,0,0,0,0,60,2,0,1,1,0,0,0,0,3,5,0,0,6,40,0,0,3,23,0,1,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,2,13,1,12,51,0,0,8,0,0,63,0,0,126,0,264,0,0,1,75,0,9,0,8,0,0,0,2,0,8,0,17,19,0,0,2,0,0,0,3,37,0
piggymetrics (Java),0,4,0,0,1,0,0,0,0,1,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,7,0
Mapper (Java),0,14,0,0,15,0,0,0,0,0,23,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,6,1,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,3,0,0,6,0,137,0,0,0,7,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,15,0,0,0,0,1,0
transmittable-thread-local (Java),0,8,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
easyexcel (Java),0,10,0,0,2,0,0,0,0,0,4,0,22,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,31,1,0,0,0,4,0,0,0,0,0,0,26,0,0,0,1,0,2,0,0,0,0,0,25,0,0,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,3,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,24,0,0,0,0,0,4,0,0,18,0,198,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,6,0,0,0,1,17,0
dynamic-load-apk (Java),0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
springcloud-learning (Java),0,5,0,0,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,31,0
react-native-svg (Java),0,0,0,0,4,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,32,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
