,void-accessor controller,set collaborator,predicate set collaborator,property,property non-void-command factory collaborator,factory incidental,property command factory collaborator,get predicate controller,get set factory collaborator,property wrapper,constructor,get set factory,property non-void-command factory,get property,predicate non-void-command collaborator,get property factory wrapper,property set factory,predicate wrapper,get factory collaborator,wrapper stateless,get factory controller,void-accessor command,get predicate set,factory collaborator,get non-void-command collaborator,set factory,stateless,copy-constructor,get non-void-command,get set collaborator,command,property factory collaborator,incidental,predicate collaborator,destructor,property set collaborator,property factory wrapper,property set factory collaborator,non-void-command factory collaborator,get property set factory collaborator,get predicate set collaborator,void-accessor,predicate non-void-command,get property controller,property collaborator,get void-accessor collaborator,get non-void-command factory collaborator,property set,wrapper,collaborator stateless,get factory,unclassified,get predicate collaborator,factory controller stateless,factory wrapper stateless,get property factory collaborator,get void-accessor command collaborator,set factory collaborator,get predicate wrapper,get wrapper,get controller,get property non-void-command factory,void-accessor set collaborator,get predicate non-void-command,command collaborator,command empty,void-accessor command collaborator,get command collaborator,property non-void-command,get factory wrapper,get predicate non-void-command collaborator,get property command collaborator,get,get void-accessor controller,property factory,get collaborator,controller stateless,get predicate,factory collaborator stateless,get property collaborator,get property non-void-command,get property wrapper,void-accessor set,factory controller,property controller,get command,get property set,void-accessor wrapper,property factory controller,void-accessor collaborator,get property set collaborator,collaborator incidental,get property factory,get property factory controller,set,get property set factory,collaborator,get property non-void-command collaborator,get void-accessor,non-void-command,non-void-command collaborator,property non-void-command collaborator,get property non-void-command factory collaborator,predicate set,get non-void-command factory,property command collaborator,empty,predicate,controller,factory stateless,non-void-command factory,predicate controller,factory,get set,factory wrapper,factory collaborator incidental
FlycoTabLayout (Java),0,5,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,9,0,0,0,89,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,62,0,0,0,0,0,0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0
ImmersionBar (Java),0,14,0,6,2,0,0,0,3,3,25,0,0,0,4,0,0,0,0,6,0,0,0,0,20,0,0,0,15,9,163,0,63,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,107,0,0,0,27,0,0,0,31,0,0,8,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,0,0,24,0,0,0,0,33,1,6,0,0,1,0,14,0,0
android-gpuimage (Java),0,14,0,2,1,0,0,0,0,0,146,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,180,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2,0,0,0,21,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,1,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0
processing (Java),0,69,1,84,95,0,0,0,3,51,358,0,3,3,55,0,0,11,0,258,0,4,0,9,25,0,12,8,62,1,1872,27,66,1,0,13,7,5,41,2,0,3,152,1,10,0,4,11,63,2,0,5,0,9,2,0,0,3,0,3,1,0,0,0,616,0,6,0,479,0,0,0,232,0,2,109,68,4,10,2,34,6,1,18,24,8,1,2,5,0,0,13,0,1,337,0,0,2,0,2,1,235,1,6,0,0,113,59,48,1,7,9,5,5,0,0
config (Java),0,42,0,9,35,0,0,0,0,21,66,0,1,1,29,3,0,6,0,39,0,0,0,0,1,0,0,6,1,0,3,20,4,0,0,0,0,0,12,0,0,0,7,0,3,0,0,0,2,3,0,1,0,2,0,6,0,0,0,0,0,3,0,0,14,0,0,0,51,0,0,0,59,0,3,73,5,0,5,0,4,2,0,4,10,0,0,0,5,0,0,25,8,0,28,0,0,4,0,0,4,104,9,0,0,0,0,2,3,1,0,4,0,0,1,0
MaterialDesignLibrary (Java),0,18,0,0,0,0,0,0,0,7,26,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,2,0,0,0,15,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,21,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
antlr4 (Java),1,58,1,27,75,0,0,0,1,40,491,0,1,5,62,0,0,5,0,220,0,1,0,0,8,0,7,47,7,1,297,19,140,7,0,4,1,0,46,0,0,0,26,2,9,0,0,2,46,20,0,0,5,12,2,0,0,0,0,0,0,1,3,0,392,0,11,0,232,0,1,0,156,0,14,100,352,0,26,2,9,2,0,17,60,0,0,0,14,1,0,84,0,0,59,0,2,7,0,0,5,326,1,0,0,0,41,21,21,0,1,1,1,3,1,0
metersphere (Java),0,17,1,18,185,0,0,0,0,9,284,0,0,0,43,0,0,14,0,111,0,0,0,1,3,0,2,0,7,1,859,0,14,0,0,0,0,0,315,0,0,0,25,4,0,0,1,0,6,3,0,0,0,153,6,0,0,1,0,1,0,0,0,0,2192,0,0,0,155,0,0,0,330,0,0,150,290,0,148,0,10,1,0,12,10,0,0,0,2,0,0,26,0,0,289,0,0,3,0,0,7,1820,0,2,0,0,23,0,22,0,0,8,0,0,0,0
haven (Java),0,19,0,0,1,0,0,0,0,0,20,0,0,0,5,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,90,1,3,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,0,1,0,28,0,0,0,5,0,0,1,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,13,0,7,0,0,0,0,0,0,0
zaproxy (Java),0,338,3,38,93,0,0,0,336,94,1299,0,5,3,334,1,0,8,3,511,0,5,0,3,31,0,1,38,20,50,1739,23,469,1,0,2,3,0,143,4,0,0,248,6,5,0,485,3,113,5,0,5,0,40,4,1,0,1,0,3,0,0,0,1,2334,0,2,0,454,0,0,0,980,0,4,587,997,0,62,1,26,2,0,44,60,0,1,0,12,0,1,175,0,0,622,0,1,23,0,0,0,780,12,5,0,0,289,40,383,1,3,37,1,6,1,5
async-http-client (Java),0,24,0,16,17,0,0,0,2,25,228,0,0,0,20,0,0,2,0,107,0,0,0,0,11,0,0,1,2,8,178,6,16,0,0,22,2,0,10,0,0,0,36,0,7,0,2,1,12,4,0,0,0,6,1,0,0,0,0,1,0,0,0,0,260,0,1,0,101,0,0,0,157,0,2,102,107,0,39,0,1,0,0,1,4,0,0,0,0,0,1,17,0,0,37,0,0,0,0,0,0,200,1,0,0,0,43,6,68,0,0,3,0,0,0,1
rabbitmq-tutorials (Java),0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Android-Debug-Database (Java),0,2,0,0,1,0,0,0,0,0,29,0,0,0,12,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,21,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,29,0,0,0,0,1,0,2,0,0,1,0,0,0,0
EffectiveAndroidUI (Java),0,8,0,0,0,0,0,0,0,5,41,0,0,0,2,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,49,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,65,0,0,0,7,0,0,0,6,0,0,7,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,6,0,0,0,0,9,0,2,0,0,0,0,0,0,0
SmartRefreshLayout (Java),1,26,0,3,0,0,0,0,0,6,132,0,0,1,16,0,0,0,0,23,0,1,0,0,57,0,0,0,66,35,165,1,14,0,0,4,0,0,0,0,0,0,21,0,6,0,0,1,10,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,184,0,1,0,17,0,1,0,6,0,0,8,40,0,0,0,1,4,0,0,0,0,0,0,2,0,0,1,0,0,22,0,0,6,0,0,0,49,0,0,0,0,25,6,10,0,0,1,0,10,0,0
Sentinel (Java),0,57,1,84,47,0,0,0,0,17,486,0,0,0,48,0,0,6,0,352,0,0,0,1,11,0,29,0,11,59,291,18,80,1,0,6,0,0,28,0,0,0,43,2,3,0,0,0,13,7,0,3,0,42,2,0,0,0,0,1,8,0,0,1,421,0,0,0,129,0,2,0,539,0,0,150,491,0,35,0,0,0,0,6,16,0,0,0,3,0,0,35,0,0,287,0,1,3,0,0,0,364,0,3,0,0,36,3,75,0,0,15,0,192,0,0
smali (Java),0,5,1,58,96,0,0,0,0,53,477,0,0,1,53,1,0,1,0,142,0,0,0,2,4,0,9,7,6,4,257,10,86,0,0,8,0,0,7,0,0,0,11,1,11,0,0,18,5,18,0,0,0,36,7,0,0,0,0,1,2,0,1,0,288,0,3,0,303,0,0,0,312,0,0,219,214,0,66,5,0,4,0,0,5,0,0,0,2,0,0,63,0,1,33,0,0,5,0,0,0,208,4,0,0,0,6,23,15,0,0,8,0,4,0,0
newbee-mall (Java),0,25,0,2,8,0,0,0,0,0,16,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,162,0,0,23,16,0,1,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,162,0,0,0,0,0,0,87,0,0,0,0,6,0,1,0,0,0,0,0,0,0
karate (Java),0,80,0,24,59,0,0,0,1,34,238,0,1,1,43,0,0,3,0,177,0,0,0,1,71,0,1,1,36,29,574,31,43,0,0,3,7,1,52,0,0,0,87,0,7,0,2,6,8,10,0,1,0,18,5,0,0,1,0,5,0,2,0,0,298,0,0,0,249,0,0,0,270,0,2,184,204,0,5,0,1,0,0,14,29,0,0,0,3,0,0,23,0,0,177,0,0,14,0,13,3,490,2,1,0,0,34,46,35,0,0,4,0,21,0,1
interview (Java),1,7,0,11,16,0,0,0,0,4,49,0,0,0,32,0,0,0,0,57,0,10,0,0,2,0,15,0,2,1,108,0,198,0,0,6,0,0,12,0,0,0,56,0,4,0,2,1,2,5,0,4,0,13,2,0,0,1,0,1,0,0,1,0,72,0,13,0,182,0,0,0,9,0,0,7,193,0,13,0,0,0,0,1,1,0,1,0,0,0,1,52,0,0,5,0,3,0,0,0,0,115,0,0,0,0,0,3,3,0,0,3,0,0,0,1
android-Ultra-Pull-To-Refresh (Java),0,9,0,6,1,0,0,0,0,0,23,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,84,0,5,1,0,5,0,0,0,0,0,0,8,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46,0,0,0,6,0,0,0,18,0,0,5,12,0,2,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,32,0,0,0,0,0,0,11,0,0,0,0,12,14,8,0,0,1,0,1,0,0
Android-Universal-Image-Loader (Java),0,3,0,0,12,0,0,0,0,2,72,0,0,0,37,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,51,0,1,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,53,0,2,0,13,0,0,0,19,0,2,20,16,0,7,0,0,0,0,2,10,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,79,0,0,0,0,5,8,13,0,0,1,0,0,0,0
quartz (Java),0,59,0,10,28,0,0,0,5,12,257,0,0,1,111,0,0,2,0,56,0,0,0,0,14,0,7,2,17,24,250,5,33,1,0,3,0,0,34,0,0,0,55,0,0,0,2,1,2,19,0,12,0,19,0,0,0,2,0,0,0,0,0,0,374,0,0,1,142,0,0,0,192,0,0,111,235,0,6,0,0,0,0,9,21,0,0,0,3,0,1,12,0,0,153,0,0,4,0,0,1,317,4,0,0,0,84,5,18,0,0,2,0,44,0,0
FileDownloader (Java),0,8,1,2,2,0,0,0,3,2,73,0,0,0,30,0,0,2,0,19,0,0,0,0,12,0,0,0,1,18,146,1,8,0,0,0,0,0,5,0,0,0,68,0,0,0,0,0,8,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,140,0,0,0,68,0,0,0,68,0,0,17,13,0,12,0,2,0,0,5,5,0,1,0,0,0,0,3,0,0,39,0,1,0,0,0,0,37,0,0,0,0,36,5,14,0,0,1,0,8,0,0
termux-app (Java),0,10,1,22,10,0,0,0,2,52,106,0,0,1,37,0,0,11,0,46,0,1,0,0,2,0,0,6,9,2,312,0,18,1,0,3,0,0,4,0,0,1,59,0,1,0,0,0,40,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,103,0,3,0,72,0,0,0,87,0,0,38,32,0,1,0,2,0,0,2,8,0,0,0,0,0,0,10,0,0,69,0,1,0,0,0,0,66,0,2,0,0,13,18,11,0,0,3,0,4,0,0
presto (Java),11,134,2,210,1374,0,0,7,2,1274,5916,0,34,1,387,2,0,47,4,3812,0,29,0,0,332,0,330,200,167,335,6612,226,855,21,0,56,138,15,137,2,0,7,648,6,21,0,4,10,706,734,0,6,0,349,120,1,0,3,0,52,16,7,0,4,5606,0,3,0,2451,0,3,0,3707,0,26,4558,2570,0,240,0,24,10,5,40,696,0,0,0,152,0,2,659,1,2,539,0,0,72,0,11,10,5267,31,9,0,0,558,148,743,0,0,616,0,955,1,46
wiremock (Java),0,29,0,21,89,0,0,0,2,71,479,0,2,0,34,0,0,5,0,313,0,0,0,0,47,0,9,2,21,58,727,23,138,0,0,4,4,1,20,0,0,0,81,0,3,0,1,1,34,20,0,1,0,43,9,0,0,0,0,2,1,0,0,0,847,0,0,0,247,0,0,0,206,0,1,196,744,0,19,0,4,2,0,1,22,0,0,0,8,0,0,55,0,0,74,0,0,2,0,1,0,531,0,0,0,0,71,27,111,0,0,23,1,121,0,1
CtCI-6th-Edition (Java),0,20,2,36,6,0,0,0,2,3,160,0,1,1,32,0,0,3,0,2,0,0,0,0,1,0,0,6,1,1,77,2,11,3,0,1,0,0,0,0,0,0,28,0,3,0,0,3,9,0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,43,0,4,0,45,0,0,0,96,0,2,38,11,0,1,0,8,0,2,1,8,0,0,0,1,0,0,4,0,0,46,0,2,1,0,1,0,49,0,2,0,0,7,23,2,0,1,6,0,1,0,0
SpringCloud (Java),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DataX (Java),0,34,0,4,14,0,0,0,0,33,201,0,1,0,16,0,0,2,0,47,0,0,0,0,2,0,21,2,6,1,124,1,9,0,0,0,0,0,10,0,0,0,17,0,0,0,0,0,5,31,0,1,0,6,5,0,0,0,0,0,0,0,0,0,113,0,0,0,80,0,0,0,213,0,0,56,43,0,1,0,0,0,0,2,13,0,0,0,1,0,0,5,0,0,84,0,0,1,0,0,0,134,0,0,0,0,11,6,5,0,2,1,0,0,2,0
kafka-ui (Java),0,8,0,1,34,0,0,0,0,40,135,0,0,0,16,0,0,23,0,79,0,0,0,0,22,0,0,0,92,1,167,5,1,0,0,0,2,0,29,0,0,0,33,1,0,0,0,0,19,7,0,0,0,23,11,0,0,0,0,19,5,0,0,0,215,0,0,0,37,0,0,0,19,0,0,13,99,0,8,0,0,0,0,2,20,0,0,0,2,0,0,44,0,0,22,0,0,0,0,0,3,322,0,0,0,0,50,1,17,0,0,6,0,0,1,0
flyway (Java),0,10,0,10,38,0,0,0,0,19,273,0,0,3,40,1,0,23,0,44,0,0,1,0,24,0,2,6,64,4,225,72,295,1,0,0,0,0,40,0,0,0,126,2,0,0,0,2,14,3,0,1,0,29,2,0,0,0,0,1,0,0,1,0,117,0,0,0,236,0,0,0,47,0,0,31,212,0,52,0,6,4,0,7,17,1,0,0,5,0,0,42,0,0,25,0,1,6,0,0,2,189,2,0,0,0,52,9,24,0,4,7,0,8,0,1
interviews (Java),0,8,0,17,10,0,0,0,0,0,49,0,0,0,14,0,0,1,0,42,0,10,0,0,2,0,0,0,1,0,38,0,66,0,0,0,0,0,0,0,0,0,42,0,0,0,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,96,0,0,0,2,0,0,0,187,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,1,0,32,0,0,0,0,0,0,7,0,0,10,0,0,0,5
spark (Java),0,14,0,0,4,0,0,0,0,6,67,0,0,0,13,0,0,0,0,89,0,0,0,0,2,0,1,5,5,9,169,1,4,0,0,0,1,0,4,0,0,0,12,0,0,0,2,0,7,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,162,0,0,0,92,0,0,0,34,0,0,21,38,0,3,0,1,0,0,2,3,0,0,0,0,0,0,4,0,0,23,0,0,0,0,0,0,53,0,0,0,0,4,5,6,0,0,0,0,11,0,0
ansj_seg (Java),0,16,0,9,13,0,0,0,0,8,115,0,0,0,5,0,0,0,0,22,0,0,0,0,5,0,2,1,7,9,71,6,0,0,0,2,3,0,7,0,0,0,25,1,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,58,0,0,0,17,1,0,0,62,0,0,18,103,0,1,0,1,1,1,0,4,0,0,0,1,0,0,1,0,0,38,0,0,0,0,0,0,24,0,2,0,0,0,0,22,0,0,1,0,6,0,0
shardingsphere-elasticjob (Java),0,17,0,3,6,0,0,0,0,21,133,0,0,0,15,0,0,0,0,134,0,0,0,0,0,0,1,0,4,0,421,3,60,0,0,0,2,0,18,0,0,0,45,0,0,0,0,0,78,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,225,0,0,0,51,0,0,0,8,0,0,4,144,0,7,0,0,0,0,4,4,0,0,0,1,0,0,13,0,0,30,0,0,0,0,0,0,61,0,0,0,0,16,0,26,0,0,1,0,0,0,0
Calligraphy (Java),0,1,0,0,0,0,0,0,0,1,17,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
redisson (Java),0,83,2,72,795,0,0,1,0,871,1742,0,0,1,365,0,0,3,0,943,0,1,0,0,168,0,136,55,1085,142,1531,524,104,0,0,52,15,0,85,0,0,0,198,2,48,0,3,4,56,320,0,6,0,254,27,0,0,1,0,192,17,0,0,0,2940,0,0,1,1191,0,0,0,821,0,0,565,1076,0,54,0,0,1,0,28,249,0,0,0,38,0,3,151,0,0,236,0,0,18,0,0,0,6651,1,0,0,0,97,47,316,0,0,94,0,217,0,14
Aegis (Java),0,32,3,5,17,0,0,0,0,14,189,0,1,1,38,0,0,0,0,30,0,0,0,0,1,0,0,5,0,1,179,2,3,0,0,1,0,0,13,0,0,0,44,0,1,0,0,0,5,7,0,0,0,20,3,0,0,0,0,0,0,1,0,0,351,0,0,0,31,0,0,0,51,0,0,35,33,0,1,1,0,0,0,5,9,0,0,0,5,0,0,5,0,1,44,0,0,0,0,0,0,111,0,0,0,0,13,6,18,0,0,2,0,0,1,0
BookReader (Java),2,55,2,6,10,0,0,0,1,2,176,0,0,1,45,0,0,0,0,53,0,0,0,0,64,0,0,0,10,3,494,1,63,0,0,3,0,0,9,0,0,0,25,0,0,0,0,1,47,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,260,0,1,0,57,0,2,0,31,0,0,14,28,0,3,0,0,1,0,3,5,0,0,1,0,0,0,6,0,0,68,0,0,0,0,0,0,101,0,0,0,0,55,1,13,0,0,1,0,0,0,1
lawnchair (Java),1,265,9,61,163,0,0,0,6,102,995,0,0,3,356,1,0,40,0,263,0,12,0,2,32,0,5,23,22,21,1935,41,317,7,0,7,14,1,92,0,1,2,266,1,27,0,3,1,114,11,0,3,1,32,20,0,0,0,0,5,6,0,1,3,1906,0,45,0,357,0,1,0,277,0,5,332,284,0,47,2,8,4,0,19,43,0,0,6,17,0,1,193,2,3,408,0,7,18,0,0,0,619,2,8,0,0,257,158,116,0,1,25,1,12,2,7
JsonPath (Java),0,9,0,2,13,0,0,0,0,5,99,0,1,0,23,0,0,0,0,241,0,0,0,0,24,0,0,1,8,0,92,3,20,0,0,0,1,0,9,0,0,0,21,2,2,0,0,0,184,15,0,1,0,2,7,0,0,0,0,2,2,0,0,0,89,0,0,0,40,0,0,0,18,0,0,35,98,0,12,0,0,0,0,0,4,0,0,0,0,0,0,30,0,0,4,0,0,4,0,0,0,138,1,0,0,0,1,8,90,0,0,1,0,2,0,0
android-interview-questions (Java),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VirtualApp (Java),1,40,1,10,32,0,0,0,4,23,296,0,0,0,75,0,0,6,0,60,0,0,0,0,8,0,12,5,3,5,299,3,81,1,0,4,1,0,22,0,0,0,64,1,9,0,0,1,12,2,0,1,1,13,3,0,0,1,1,1,0,0,0,0,354,0,2,0,86,0,0,0,97,0,0,51,85,0,2,1,3,4,0,2,12,0,0,0,3,0,1,22,0,0,88,0,0,1,0,0,0,280,2,0,0,0,34,19,40,0,2,5,0,9,1,1
javacv (Java),0,28,1,4,1,0,0,0,1,12,128,0,1,5,8,0,0,8,0,19,0,4,0,0,26,0,0,1,4,1,230,0,8,0,0,2,1,0,4,2,0,0,7,0,8,0,1,0,9,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,122,0,1,0,86,0,0,0,111,0,0,75,20,0,6,0,7,0,0,0,5,0,0,0,0,0,5,0,0,0,126,0,0,12,0,0,0,94,7,1,0,0,8,4,7,0,0,0,0,1,3,0
aws-doc-sdk-examples (Java),0,22,0,5,26,0,0,0,0,5,168,0,0,0,2,0,0,0,0,83,0,0,0,0,0,0,0,7,0,7,124,2,18,0,0,1,1,0,42,0,0,0,2,0,0,0,0,0,434,7,0,0,0,9,1,0,0,0,0,0,0,0,0,0,147,0,0,0,20,0,0,0,228,0,0,12,152,0,0,0,0,0,0,0,5,0,0,0,1,0,0,8,0,0,243,0,1,0,0,0,31,378,0,0,0,0,3,0,104,0,0,0,0,0,0,0
shenyu (Java),0,449,0,107,92,0,0,0,2,178,967,0,0,0,113,0,0,56,0,779,0,0,0,0,3,0,2,9,2,14,1326,4,125,1,0,2,5,0,64,0,0,0,37,0,0,0,0,0,81,4,0,0,0,337,34,0,0,1,0,1,0,0,1,0,2016,0,1,0,192,0,0,0,1700,0,0,508,980,0,232,0,5,2,0,11,28,0,0,0,4,0,2,129,0,0,1671,0,0,4,0,1,0,1039,0,1,0,0,120,2,170,0,0,67,0,39,0,0
Android-ObservableScrollView (Java),0,24,0,5,4,0,0,0,0,0,52,0,0,0,14,0,0,12,0,19,0,0,0,0,0,0,0,0,0,0,118,0,19,0,0,0,0,0,7,0,0,0,11,0,0,0,0,0,40,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,165,0,0,0,10,0,1,0,5,0,0,0,52,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,46,0,0,0,0,94,5,12,0,0,1,0,0,0,0
MVPArms (Java),0,11,0,1,1,0,0,0,1,3,71,0,0,0,3,0,0,0,0,17,0,0,0,0,1,0,0,0,0,4,50,1,7,0,0,0,1,0,1,0,0,0,3,2,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,67,0,0,1,6,0,0,0,17,0,0,23,26,0,1,0,1,0,0,0,2,0,0,0,0,0,0,8,0,0,5,0,0,1,0,0,0,24,0,0,0,0,21,2,11,0,0,1,0,0,0,0
subsampling-scale-image-view (Java),0,10,0,5,5,0,0,0,0,0,34,0,0,0,8,0,0,0,0,5,0,0,0,0,2,0,0,0,3,1,33,1,3,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,3,0,9,0,0,0,21,0,0,3,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,17,0,0,0,0,0,0,15,0,0,0,0,3,1,1,0,0,0,0,1,0,0
UltimateAndroidReference (Java),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metrics (Java),0,12,0,8,12,0,0,0,0,21,303,0,0,4,5,0,0,0,0,122,0,0,0,3,11,0,9,0,0,0,530,1,27,0,0,0,1,3,3,0,0,0,11,2,2,0,0,9,10,10,0,6,0,10,1,0,0,15,0,7,2,0,0,0,512,0,3,0,56,0,0,0,29,0,0,12,141,0,24,0,2,2,0,5,10,0,0,0,0,0,0,16,0,0,29,0,2,2,0,0,0,114,1,0,0,0,52,0,47,0,0,4,0,0,0,0
android-gif-drawable (Java),0,8,0,0,5,0,0,0,0,3,66,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,66,0,4,0,0,14,0,0,0,0,0,0,10,0,0,0,0,0,9,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,59,0,0,0,45,0,0,0,15,0,0,8,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,9,0,0,1,0,0,0,15,0,1,0,0,2,2,4,0,0,0,0,0,0,0
java8-tutorial (Java),0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
