,void-accessor controller,set collaborator,predicate set collaborator,property,property non-void-command factory collaborator,factory incidental,property command factory collaborator,get predicate controller,get set factory collaborator,property wrapper,constructor,get set factory,property non-void-command factory,get property,predicate non-void-command collaborator,get property factory wrapper,property set factory,predicate wrapper,get factory collaborator,wrapper stateless,get factory controller,void-accessor command,get predicate set,factory collaborator,get non-void-command collaborator,set factory,stateless,copy-constructor,get non-void-command,get set collaborator,command,property factory collaborator,incidental,predicate collaborator,destructor,property set collaborator,property factory wrapper,property set factory collaborator,non-void-command factory collaborator,get property set factory collaborator,get predicate set collaborator,void-accessor,predicate non-void-command,get property controller,property collaborator,get void-accessor collaborator,get non-void-command factory collaborator,property set,wrapper,collaborator stateless,get factory,unclassified,get predicate collaborator,factory controller stateless,factory wrapper stateless,get property factory collaborator,get void-accessor command collaborator,set factory collaborator,get predicate wrapper,get wrapper,get controller,get property non-void-command factory,void-accessor set collaborator,get predicate non-void-command,command collaborator,command empty,void-accessor command collaborator,get command collaborator,property non-void-command,get factory wrapper,get predicate non-void-command collaborator,get property command collaborator,get,get void-accessor controller,property factory,get collaborator,controller stateless,get predicate,factory collaborator stateless,get property collaborator,get property non-void-command,get property wrapper,void-accessor set,factory controller,property controller,get command,get property set,void-accessor wrapper,property factory controller,void-accessor collaborator,get property set collaborator,collaborator incidental,get property factory,get property factory controller,set,get property set factory,collaborator,get property non-void-command collaborator,get void-accessor,non-void-command,non-void-command collaborator,property non-void-command collaborator,get property non-void-command factory collaborator,predicate set,get non-void-command factory,property command collaborator,empty,predicate,controller,factory stateless,non-void-command factory,predicate controller,factory,get set,factory wrapper,factory collaborator incidental
SwipeBackLayout (Java),0,3,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,1,0,4,0,0,1,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,2,1,1,0,0,0,0,0,0,0
zookeeper (Java),0,95,1,47,47,0,0,1,1,43,484,0,0,1,92,0,0,1,3,282,0,1,0,0,20,0,11,13,14,10,1474,18,117,2,0,10,1,1,47,0,0,0,138,0,13,0,0,6,84,22,0,4,1,38,7,0,0,2,0,2,0,0,0,1,1161,0,13,0,471,0,0,0,310,0,0,167,435,1,14,0,6,1,0,20,28,0,0,0,4,0,0,19,0,0,165,0,1,10,0,0,0,399,0,3,0,0,84,21,106,0,0,20,0,6,0,1
MPAndroidChart (Java),0,72,0,25,5,0,0,0,1,8,209,0,0,0,48,0,0,0,0,75,0,12,0,0,11,0,0,15,0,0,205,1,9,1,0,5,0,0,26,0,0,2,18,0,1,0,0,2,14,1,0,0,0,13,4,0,0,0,0,0,0,0,1,0,262,0,4,1,56,0,0,0,236,0,1,115,63,0,6,1,0,1,0,4,6,0,0,0,0,0,0,2,0,0,226,0,0,2,0,0,0,89,0,0,0,0,78,30,24,0,6,2,0,0,0,0
openapi-generator (Java),4,5092,0,103,689,0,0,0,1,4387,6248,0,1,1,558,0,0,21,6,1212,0,20,0,0,488,0,60,243,784,7320,1683,8,890,0,0,2,14,0,97,0,0,0,127,1,2,0,0,2,94,30,0,0,0,103,78,0,0,0,0,104,1,0,0,0,2995,0,180,0,2495,0,0,0,9806,0,0,4946,5607,0,625,0,3,0,2,13,254,0,0,0,9,0,0,554,0,0,8816,0,0,10,0,51,46,11403,0,0,0,0,9169,7,360,0,1,3238,0,10352,0,52
JsBridge (Java),0,5,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,1,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0
SmartTabLayout (Java),0,9,0,0,0,0,0,0,0,5,24,0,0,0,2,0,0,0,0,5,0,0,0,0,13,0,0,0,20,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,6,0,0,0,2,0,0,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,16,0,0,0,0,1,0,1,0,0,0,0,0,0,0
dolphinscheduler (Java),0,150,1,78,88,0,0,3,1,52,830,0,0,0,100,0,0,29,0,399,0,0,0,0,23,0,7,9,10,12,907,23,143,0,0,7,6,0,349,1,0,0,88,0,0,0,0,3,39,12,0,3,0,223,7,1,0,0,0,54,7,0,0,0,1685,0,1,0,187,0,0,0,570,0,0,230,615,0,202,0,4,2,0,65,81,0,0,0,10,0,0,177,0,0,438,0,0,2,0,4,3,981,0,0,0,0,85,32,78,3,0,11,0,12,0,0
Toasty (Java),0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring-boot-demo (Java),0,5,0,0,19,0,0,0,0,17,63,0,0,0,3,0,0,1,0,62,0,0,0,0,0,0,4,8,0,0,73,1,12,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,2,2,0,0,0,28,3,0,0,0,0,0,0,0,0,0,137,0,0,0,14,0,0,0,18,0,0,7,40,0,23,0,0,0,0,2,14,0,0,0,1,0,0,1,0,0,31,0,0,0,0,0,0,82,0,0,0,0,59,1,9,0,0,0,0,0,0,0
graphql-java (Java),0,30,0,92,52,0,0,1,0,95,551,0,46,0,84,0,0,15,3,166,1,0,0,0,21,0,1,16,3,26,48,28,61,0,0,11,47,1,56,0,0,0,66,0,20,0,3,1,7,29,0,0,0,29,34,0,0,0,0,10,0,0,0,0,394,0,0,0,110,1,0,0,192,0,2,478,218,0,14,0,1,2,0,19,170,0,0,0,6,0,0,124,0,0,14,0,0,5,0,0,6,925,2,0,0,0,51,19,10,0,1,65,0,1,0,1
spring-analysis (Java),0,4,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,3,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
AndroidAsync (Java),1,55,2,6,16,0,0,0,1,4,143,0,1,0,29,0,0,7,0,12,0,0,0,0,15,0,5,3,15,7,130,3,33,0,0,2,0,0,15,0,0,0,37,1,5,0,0,3,6,6,0,0,0,5,0,0,0,0,0,0,3,0,0,1,140,0,3,0,90,0,0,0,89,0,0,79,57,0,3,0,0,0,0,5,5,0,0,0,0,0,0,16,1,0,35,0,0,3,0,0,0,95,1,1,0,0,28,7,6,0,1,2,0,6,0,0
Jetpack-MVVM-Best-Practice (Java),0,4,0,0,0,0,0,0,0,1,31,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,34,1,2,0,0,1,5,1,0,2,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,2,0,0,0,14,0,0,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,14,0,0,0,0,1,0,2,0,0,0,0,0,0,0
UltimateRecyclerView (Java),2,44,3,3,14,0,0,0,0,6,159,0,0,0,41,0,0,1,0,43,0,0,0,0,27,0,0,1,3,2,296,3,54,0,0,0,3,0,15,0,0,0,19,0,0,0,0,0,26,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,211,0,4,0,52,0,2,0,53,0,0,26,46,0,36,0,2,0,0,4,8,0,0,0,2,0,0,17,0,0,72,0,1,0,0,0,0,57,0,0,0,0,74,8,12,0,0,0,0,1,0,0
kestra (Java),0,9,0,3,53,0,0,0,0,40,237,0,2,0,59,1,0,1,1,159,0,0,0,0,12,0,0,7,9,8,428,57,20,0,0,0,1,0,22,0,0,0,28,0,3,0,0,1,23,5,0,0,0,13,8,0,0,0,0,0,0,0,0,0,687,0,0,0,103,0,0,0,27,0,2,15,260,0,19,1,2,1,0,1,46,0,0,0,3,0,0,26,0,0,14,0,3,1,0,0,5,739,0,0,0,0,45,4,58,0,1,16,0,1,3,1
okhttp-OkGo (Java),0,24,0,7,3,0,0,0,2,2,126,0,0,0,24,0,0,0,0,26,0,0,0,1,6,0,0,0,0,13,123,1,7,0,0,16,0,0,13,0,0,0,21,0,3,0,2,0,17,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,206,0,13,0,26,0,0,0,43,0,0,24,44,0,1,0,0,0,0,0,6,0,0,0,0,0,1,21,0,0,37,0,0,0,0,0,0,98,0,0,0,0,14,3,6,0,0,1,0,7,0,0
RxJava-Android-Samples (Java),0,10,0,0,3,0,0,0,1,1,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,97,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,3,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nacos (Java),0,211,0,77,107,0,0,1,0,91,881,0,0,1,157,0,0,23,3,654,0,0,0,1,14,0,8,8,13,15,1747,18,164,0,0,8,2,0,133,0,0,0,136,1,4,0,1,3,95,13,0,6,1,196,5,0,0,1,1,4,4,0,0,0,1983,0,1,3,296,0,0,0,915,0,0,272,929,0,55,0,8,3,0,23,42,3,0,0,11,0,0,52,0,0,855,0,0,4,0,0,0,760,3,4,0,0,96,12,169,1,2,28,0,13,0,2
beam (Java),0,192,3,96,432,0,0,2,20,502,2606,0,8,1,301,2,0,70,1,2151,0,1,0,2,75,0,38,39,30,87,3489,165,358,10,0,25,64,5,162,2,0,0,212,3,18,0,7,10,492,186,0,24,3,159,85,2,0,0,0,7,1,4,0,0,7160,0,4,8,573,0,0,0,589,0,32,819,2849,0,194,0,16,7,0,28,273,10,0,0,83,0,0,272,0,1,397,0,7,31,0,0,5,2635,20,10,0,0,322,52,800,0,5,66,4,19,1,5
PictureSelector (Java),4,94,0,9,10,0,0,1,1,36,211,0,0,0,32,0,0,5,0,40,0,2,0,0,24,0,0,0,33,56,381,7,28,0,0,2,2,2,8,0,0,0,30,1,6,0,1,3,19,1,0,0,0,6,3,0,0,0,0,0,2,0,0,0,344,0,0,0,77,0,0,0,210,0,0,46,41,0,6,0,3,0,0,0,7,0,0,2,2,0,0,9,0,0,225,0,0,2,0,0,0,73,1,0,0,0,35,10,15,0,0,2,0,137,0,1
Spring-Cloud-Platform (Java),0,31,0,0,54,0,0,0,1,1,49,0,0,0,4,0,0,0,0,7,0,0,0,0,3,0,0,2,0,3,14,0,1,0,0,0,1,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,50,0,0,0,19,0,0,0,290,0,0,29,12,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,1,54,0,0,0,0,0,0,1,0,0,0,0,2,0,0
canal (Java),0,220,0,52,36,0,0,0,0,26,399,0,0,0,75,0,0,2,0,105,0,0,0,0,8,1,11,3,3,0,376,7,24,0,0,6,4,0,35,0,0,0,59,0,6,0,4,27,12,25,0,0,0,17,5,0,0,1,0,0,0,0,0,0,509,0,0,4,74,0,2,0,550,0,0,209,213,0,5,0,7,0,0,17,28,0,0,0,8,0,0,26,0,0,621,0,0,5,0,0,2,284,0,0,0,0,52,15,27,0,2,5,0,9,0,1
resilience4j (Java),0,32,0,10,64,0,0,0,0,111,537,0,0,0,50,0,0,0,1,315,0,0,0,0,15,0,11,18,0,4,742,50,30,0,0,3,0,0,14,0,0,0,14,0,0,0,0,0,86,0,0,5,0,26,18,0,0,0,0,2,0,0,0,0,911,0,3,0,88,0,0,0,157,0,0,145,809,0,155,0,0,0,0,0,13,0,0,1,7,0,0,86,0,0,112,0,0,1,0,0,0,649,0,0,0,0,18,0,89,0,0,0,0,1,0,5
remusic (Java),0,64,2,4,4,0,0,0,0,1,170,0,0,1,51,0,0,3,0,10,0,0,0,0,2,0,0,0,1,3,465,0,13,1,0,3,0,0,16,0,0,0,38,0,1,0,0,0,4,2,0,0,0,5,1,0,0,0,0,0,0,0,0,1,387,0,1,0,93,0,2,0,417,0,0,10,48,0,1,0,4,0,0,3,8,0,0,1,3,0,0,10,0,0,444,0,0,2,0,0,0,85,0,4,0,0,48,5,34,0,0,1,0,1,0,0
RePlugin (Java),0,22,3,6,19,0,0,0,3,76,107,0,0,0,55,0,0,6,0,36,0,0,0,0,6,0,2,6,3,6,102,5,36,0,0,6,2,0,17,0,0,0,29,0,6,0,1,0,15,2,0,1,0,8,2,0,0,0,0,1,0,0,0,0,180,0,1,0,102,0,0,0,58,0,0,31,28,0,4,0,0,0,0,1,24,0,0,0,0,0,0,28,0,0,32,0,1,14,0,0,0,156,4,4,0,0,16,11,20,0,0,2,0,8,1,0
Stirling-PDF (Java),0,18,0,3,23,0,0,0,0,0,34,0,0,0,12,0,0,1,0,39,0,0,0,0,1,0,10,0,0,0,38,1,16,0,0,0,0,0,5,0,0,0,15,0,7,0,3,0,0,2,0,0,0,14,1,0,0,0,0,0,0,0,0,0,53,0,0,0,23,0,0,0,51,0,0,10,150,0,2,0,0,0,0,1,7,0,0,0,1,0,0,1,0,0,35,0,0,1,0,1,0,69,0,0,0,0,6,1,2,0,0,0,0,0,0,0
miaosha (Java),0,24,0,10,5,0,0,0,0,6,70,0,0,0,16,0,0,9,0,7,0,0,0,0,0,0,0,0,8,4,13,6,21,0,0,0,0,0,7,0,0,0,18,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,39,0,0,0,108,0,0,0,113,0,0,22,19,0,2,0,1,0,0,2,4,0,0,0,0,0,0,10,0,0,103,0,0,0,0,0,0,90,0,0,0,0,6,0,2,0,0,0,0,4,0,0
vjtools (Java),0,9,0,13,1,0,0,0,3,6,62,0,2,0,20,0,0,1,0,146,0,0,0,0,3,0,0,0,0,5,78,0,3,0,0,1,0,0,3,0,0,0,14,0,1,0,0,0,5,3,0,1,0,1,0,0,0,0,0,2,0,0,0,0,61,0,1,0,54,0,0,0,41,0,0,31,120,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,3,33,0,0,0,0,0,0,54,0,0,0,0,3,5,9,0,0,8,0,2,0,0
hugo (Java),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
awesome-system-design-resources (Java),0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paascloud-master (Java),0,13,0,1,29,0,0,0,0,2,151,0,0,0,11,0,0,2,0,29,0,0,0,0,6,0,0,0,0,0,55,1,20,0,0,1,0,0,25,0,0,0,6,0,0,0,0,0,3,1,0,0,0,23,5,0,0,0,0,1,0,0,0,0,129,0,0,0,40,0,0,0,73,0,0,15,60,0,21,0,0,0,0,5,5,0,0,0,0,0,0,48,0,0,31,0,0,0,0,0,0,420,0,0,0,0,16,2,16,0,0,2,0,3,0,0
Luban (Java),0,0,0,0,1,0,0,0,0,1,6,0,0,0,3,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EventBus (Java),1,22,0,2,1,0,0,0,0,0,38,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,1,2,1,4,101,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,75,0,0,0,5,0,0,0,11,0,0,8,10,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,15,0,0,0,0,7,0,3,0,0,0,0,8,0,0
MVVMHabit (Java),0,17,0,0,1,0,0,0,1,2,76,0,0,0,6,0,0,0,0,16,0,0,0,0,1,0,0,0,0,1,62,0,9,0,0,1,0,0,6,0,0,0,10,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,78,0,0,0,16,0,0,0,35,0,0,11,13,0,0,0,0,0,0,0,5,0,0,0,1,0,0,18,0,0,27,0,0,1,0,0,0,31,0,0,0,0,23,1,4,0,0,0,0,4,0,0
mybatis-generator-gui (Java),0,15,0,1,1,0,0,0,0,1,9,0,0,0,19,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,28,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,0,0,0,6,0,0,0,55,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,0,0,0,0,0,0,3,0,0,0,0,15,0,3,0,0,3,0,0,0,0
logger (Java),0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tomcat (Java),1,459,4,57,230,0,0,1,19,144,1421,0,2,13,350,0,0,14,0,466,0,2,0,0,76,0,94,29,54,25,4436,26,664,2,0,13,2,1,159,3,0,0,694,3,14,0,21,17,86,108,0,13,0,30,4,1,0,0,0,8,1,0,0,5,2979,0,18,4,1470,0,4,0,2065,0,0,873,1160,5,80,4,25,10,1,19,127,1,3,0,6,0,2,439,0,1,1738,0,5,49,0,1,7,1785,6,11,0,0,856,58,370,0,2,47,0,15,0,8
SpringCloudLearning (Java),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0
fastjson (Java),0,311,1,22,31,0,0,0,3,15,209,0,0,2,65,0,0,3,0,1857,0,1,0,0,17,0,12,4,10,3,261,2,51,4,0,6,0,1,13,0,0,0,21,2,9,0,9,4,132,6,0,6,0,26,1,0,0,0,0,2,0,0,0,1,215,0,5,0,82,0,0,0,998,0,1,331,3168,0,10,0,6,3,0,5,23,2,0,1,3,0,0,14,0,0,1023,0,0,5,0,0,2,197,0,2,0,0,21,11,106,0,0,5,0,11,0,0
hello-algo (Java),0,2,0,17,1,0,0,0,0,0,37,0,0,0,0,0,0,0,0,32,0,3,0,0,0,0,0,1,7,0,48,0,43,0,0,0,0,0,0,0,0,0,5,0,4,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,0,73,0,0,0,17,0,0,1,17,0,0,0,1,0,0,1,2,0,0,0,0,0,0,5,0,0,5,0,1,0,0,0,0,16,0,0,0,0,0,2,2,0,0,0,0,0,0,0
ShortcutBadger (Java),0,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
libgdx (Java),5,305,6,254,141,0,0,0,8,3117,3394,0,9,16,177,0,0,326,0,1197,0,13,1,11,338,0,139,241,369,143,4661,56,486,19,0,24,150,8,126,1,0,15,528,6,71,0,7,49,3464,196,0,45,1,29,14,1,0,2,1,30,6,2,5,6,2143,0,30,0,1064,0,4,0,1090,0,33,705,290,19,133,2,37,16,2,34,148,0,1,8,10,12,1,131,0,0,963,0,8,16,0,2,4,934,40,26,0,0,419,179,168,2,2,57,5,111,2,1
jna (Java),0,26,1,11,33,0,0,0,0,18,234,0,0,1,14,0,0,3,0,339,0,1,0,0,3,0,4,2,2,1,408,3,26,1,0,0,1,0,21,0,0,0,9,0,1,0,0,0,62,4,0,18,0,17,2,0,0,0,0,0,0,0,0,0,350,0,0,0,89,0,0,0,70,0,0,50,563,0,11,0,3,0,0,4,7,0,0,0,4,0,0,27,1,0,71,0,0,1,0,0,3,179,0,0,0,0,40,2,63,0,1,4,0,1,0,0
CoreNLP (Java),0,235,3,239,279,0,0,3,9,158,2360,0,6,13,445,0,0,20,0,595,0,8,0,5,56,0,60,76,55,10,1272,106,196,19,0,16,7,4,306,0,0,0,426,8,14,0,1,11,210,76,0,4,2,64,17,1,0,4,0,2,2,0,0,1,1541,0,14,1,1167,0,4,0,551,0,8,370,767,8,134,1,46,8,3,57,202,0,1,4,27,0,0,95,0,1,396,0,14,37,0,4,6,1809,5,10,0,0,122,62,253,0,7,36,2,21,6,0
error-prone (Java),0,11,1,10,37,0,0,0,0,33,335,0,0,2,98,0,0,5,0,1262,0,0,0,0,9,0,78,2,2,5,5303,4,321,2,0,2,7,0,3,0,0,0,27,0,9,0,0,0,53,21,0,12,0,3,24,2,0,0,0,0,0,0,0,0,284,0,0,0,61,0,0,0,37,0,3,59,743,0,21,0,0,0,0,1,106,0,0,0,5,0,0,199,0,1,54,0,11,4,0,0,0,1384,2,0,0,0,262,3,33,1,0,11,0,6,0,9
butterknife (Java),0,2,1,5,1,0,0,0,0,4,41,0,0,0,2,0,0,3,0,123,0,0,0,0,0,0,1,1,0,0,4,0,6,1,0,0,0,0,3,0,0,0,7,0,1,0,0,0,31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,48,0,0,0,1,0,0,0,10,0,0,14,54,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,5,0,17,0,0,5,0,0,0,0
PocketHub (Java),0,9,0,7,3,0,0,0,1,6,62,0,0,0,15,0,0,0,0,37,0,0,0,0,15,0,0,0,5,5,51,3,12,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,1,0,0,0,82,0,0,0,6,0,0,0,8,0,0,11,54,0,3,0,1,0,0,5,1,0,0,0,0,0,0,8,0,0,7,0,0,1,0,0,0,66,2,0,0,0,3,0,6,0,0,0,0,5,0,0
netty-socketio (Java),0,19,0,1,13,0,0,0,0,0,87,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,34,3,1,0,0,1,0,0,4,0,0,0,12,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,171,0,0,0,17,0,0,0,64,0,0,58,34,0,2,0,0,0,0,0,3,0,0,0,1,0,0,5,0,0,43,0,0,0,0,0,0,52,1,0,0,0,18,2,7,0,0,0,0,0,0,0
ion (Java),0,3,0,1,17,0,0,0,2,3,49,0,0,0,3,0,0,0,0,28,0,0,0,0,17,0,0,1,18,25,46,6,7,0,0,1,1,0,9,0,0,0,3,0,0,0,0,8,10,2,0,0,0,7,1,0,0,0,0,3,0,0,0,0,52,0,2,0,26,0,0,0,13,0,0,24,44,0,3,0,1,0,0,1,2,0,2,0,0,0,3,7,0,0,7,0,0,2,0,0,0,75,1,0,0,0,1,2,3,0,0,0,0,17,0,0
jOOQ (Java),0,649,0,47,952,0,0,0,526,337,2944,0,223,2,568,0,0,15,2,478,0,1,0,0,1399,0,237,249,581,251,943,750,127,1,0,40,104,0,143,5,0,0,382,2,42,0,20,5,42,565,0,9,5,216,7,3,0,0,0,11,4,0,0,1,1710,0,2,1,1479,0,0,0,856,0,67,1604,481,0,281,1,2,4,0,22,91,0,0,0,282,0,3,744,2,0,584,14,0,39,0,8,29,10701,8,3,0,0,143,37,254,8,1,19,0,89,0,0
grpc-java (Java),1,159,2,42,132,0,0,2,2,89,716,0,2,2,52,2,0,11,1,422,0,0,0,1,53,0,56,9,28,75,1653,23,140,4,0,17,18,1,45,0,0,0,76,1,14,0,1,4,184,148,0,3,1,15,13,0,0,1,0,6,6,0,0,0,2942,0,0,18,214,0,0,0,158,0,2,285,493,0,46,0,0,2,0,4,64,2,1,0,12,0,1,46,1,0,146,0,0,6,0,0,0,574,3,3,0,0,206,30,421,1,0,12,0,55,2,4
PermissionsDispatcher (Java),0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,108,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0
Apktool (Java),0,13,0,7,7,0,0,0,1,13,83,0,0,4,11,0,0,2,0,23,0,0,0,0,10,0,1,0,3,0,174,1,13,0,0,1,0,0,4,0,0,0,17,0,0,0,2,0,19,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1,109,0,1,0,62,0,0,0,28,0,0,22,25,0,1,1,8,2,0,0,5,0,0,0,2,0,0,3,0,0,22,0,2,1,0,0,0,38,1,0,0,0,2,6,36,0,0,6,0,0,0,0
otter (Java),0,536,0,14,37,0,0,0,1,54,321,0,0,0,54,0,0,3,0,224,0,0,0,0,5,0,10,1,2,5,333,0,45,2,0,1,0,1,139,0,0,0,100,0,20,0,0,3,16,15,0,0,0,44,3,0,0,0,0,1,1,0,0,0,524,0,0,7,139,0,0,0,460,0,0,310,172,0,1,0,2,0,0,6,19,2,1,0,2,0,0,38,0,0,528,0,0,1,0,2,1,255,1,0,0,0,39,15,24,0,1,5,0,0,1,0
